0 ГраницыРЦ
Линий 839; ПОДов 0; дуг 0; окружностей 0
Линии(индекс 2): всего 839
ID(2) начало конец тип цвет
1 yyyy85 0 521131N 1204449E
1 yyyy88 0 520923N 1204609E
1 yyyy91 0 520830N 1204535E
1 yyyy94 0 520700N 1204529E
1 yyyy97 0 520547N 1204414E
1 yyyy100 0 520442N 1204401E
1 yyyy103 0 520401N 1204213E
1 yyyy106 0 520239N 1204037E
1 yyyy109 0 520143N 1204040E
1 yyyy112 0 520056N 1204212E
1 yyyy115 0 515826N 1204129E
1 yyyy118 0 515728N 1203926E
1 yyyy121 0 515708N 1203912E
1 yyyy124 0 515541N 1203926E
1 yyyy127 0 515503N 1203713E
1 yyyy130 0 515427N 1203412E
1 yyyy133 0 515425N 1203232E
1 yyyy136 0 515336N 1203224E
1 yyyy139 0 515251N 1203221E
1 yyyy142 0 515252N 1203021E
1 yyyy145 0 515255N 1202805E
1 yyyy148 0 515141N 1202830E
1 Iprel 0 525649N 1295716E
1 rc84 0 553000N 1222000E
1 rc23 0 544000N 1281000E
1 rc61 0 530542N 1301636E
1 Ultur 0 532818N 1294724E
1 Gitmi 0 541242N 1284754E
1 Abrep 0 543538N 1281616E
1 gg64 0 520700N 1263400E
1 gg110 0 533000N 1222000E
1 Ranol 0 483848N 1340606E
1 Didek 0 485430N 1341430E
1 Tomsu 0 485842N 1355106E
1 Narog 0 523124N 1305948E
1 Olmak 0 521342N 1312124E
1 Areli 0 551500N 1295200E
1 Ribma 0 553248N 1335224E
1 Tirak 0 505300N 1351000E
1 Balga 0 512218N 1353318E
1 Rogul 0 515418N 1355930E
1 RC58 0 530554N 1370048E
1 Lusak 0 531224N 1365212E
1 Nelad 0 534842N 1354612E
1 Sonuk 0 540942N 1350412E
1 Dimed 0 542030N 1344206E
1 RC24 0 545100N 1292200E
1 RA03 0 484254N 1364812E
1 Vadok 0 485148N 1361618E
1 Tigma 0 483430N 1364858E
1 Nebes 0 481830N 1363636E
1 Sorus 0 471618N 1360242E
1 Aguni 0 464936N 1353706E
1 Gubol 0 464918N 1351812E
1 Ardel 0 464906N 1345918E
1 GG01 0 465200N 1340200E
1 RA09 0 464800N 1341500E
1 RA06 0 474300N 1363700E
1 GG09 0 480600N 1343800E
1 GG10 0 481739N 1344335E
1 GG12 0 482533N 1343011E
1 GG11 0 482134N 1344553E
1 GG08 0 480000N 1343400E
1 GG07 0 474400N 1344600E
1 GG06 0 473300N 1343700E
1 GG05 0 472700N 1342900E
1 GG02 0 465700N 1340400E
1 GG03 0 470800N 1341100E
1 GG04 0 472200N 1341300E
1 RC04 0 485300N 1380300E
1 RC03 0 494000N 1382300E
1 Repik 0 495312N 1383412E
1 RC02 0 501600N 1385400E
1 Sutek 0 502300N 1373300E
1 Amupi 0 502436N 1365600E
1 op1 0 501605N 1272647E
1 op2 0 502938N 1272317E
1 op3 0 522115N 1265930E
1 op4 0 535257N 1220244E
1 Ospir 0 514739n 1312802e
1 Utomi 0 505706n 1310037e
1 Ogrol 0 504923n 1305255e
1 Pimul 0 500907n 1301332e
1 rc85 0 515554n 1314300e
1 Nebul 0 513731n 1322101e
1 Gigat 0 513017n 1324310e
1 Aptil 0 512749n 1325733e
1 Legru 0 512521n 1331207e
1 Pesom 0 512118n 1333442e
1 Olgir 0 510103n 1342339e
1 Okrig 0 505746n 1342821e
1 rc830 0 493743n 1351114e
1 rc88 0 504158n 1345023e
